URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	FEHLT	NOTIZEN
https://w3id.org/schulfach/BY_0000107	Sport und Bewegung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000108	Wohnen	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000109	Rhythmik und Musik	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Musik (KIM-Schulfach)			Förderschule
https://w3id.org/schulfach/BY_0000110	Berufs- und Lebensorientierung - Praxis Ernährung und Soziales	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000111	Berufs- und Lebensorientierung - Praxis Technik	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000112	Berufs- und Lebensorientierung - Theorie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000113	Geschichte/Politik/Geographie und Natur und Technik (FS)	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000114	Blindenkurzschrift	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000115	Blindheit und Lebenspraxis	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000116	Informations- und Kommunikationstechnische Bildung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000117	Werken und Gestalten / Kunst	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Kunst (KIM-Schulfach)			Förderschule
https://w3id.org/schulfach/BY_0000118	Ästhetische Bildung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
