URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	GEFUNDEN	NOTIZEN
https://w3id.org/schulfach/SL_0000052	Physik Themenfelder	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Physik (KIM-Schulfach)			Gemeinschaftsschule Jahrgangsstufe 9 und 10
https://w3id.org/schulfach/SL_0000053	Politik	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Politik (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/SL_0000054	Politik bilingual deutsch-englisch	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Politik (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/SL_0000055	Sachunterricht	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Sachunterricht (KIM-Schulfach)			Primarstufe
https://w3id.org/schulfach/SL_0000056	Sozialkunde	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland			FEHLT	Sek I Gymnasium, Sek II
https://w3id.org/schulfach/SL_0000057	Sozialkunde bilingual deutsch-englisch	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland			FEHLT	nur G8, Sek II
https://w3id.org/schulfach/SL_0000058	Sozialkunde bilingual deutsch-französisch	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland			FEHLT	nur G8
https://w3id.org/schulfach/SL_0000059	Sozialkunde Themenfelder	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland			FEHLT	Gemeinschaftsschule Jahrgangsstufe 9 und 10
https://w3id.org/schulfach/SL_0000060	Spanisch	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Spanisch (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/SL_0000061	Spanisch 3. Fremdsprache	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Spanisch (KIM-Schulfach)			Sek I Gymansium
https://w3id.org/schulfach/SL_0000062	Sport	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Sport (KIM-Schulfach)			
https://w3id.org/schulfach/SL_0000063	Technik	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland			FEHLT	Sek II
https://w3id.org/schulfach/SL_0000064	Wirtschaftslehre	Schulfach,skos:Concept	Schulfächer (Saarland)	Saarland	Wirtschaftskunde (KIM-Schulfach)			Sek II
