URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	GEFUNDEN	NOTIZEN
https://w3id.org/schulfach/NW_0000043	Recht	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Sek II
https://w3id.org/schulfach/NW_0000044	Russisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Russisch (KIM-Schulfach)			Sek I, Sek II
https://w3id.org/schulfach/NW_0000045	Sachunterricht	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Sachunterricht (KIM-Schulfach)			Primarstufe
https://w3id.org/schulfach/NW_0000046	Sozialwissenschaften und Sozialwissenschaften/Wirtschaft	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Wirtschaftskunde (KIM-Schulfach)		FEHLT	Sek II
https://w3id.org/schulfach/NW_0000047	Spanisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Spanisch (KIM-Schulfach)			Gesamtschule, Realschule, Gymnasium, Sek II
https://w3id.org/schulfach/NW_0000048	Sport	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Sport (KIM-Schulfach)			
https://w3id.org/schulfach/NW_0000049	Syrisch-Orthodoxe Religionslehre	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Primarstufe, Sek I
https://w3id.org/schulfach/NW_0000050	Technik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Gesamtschule, Sek II
https://w3id.org/schulfach/NW_0000051	Textilgestaltung	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Realschule, Hauptschule
https://w3id.org/schulfach/NW_0000052	Türkisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Türkisch (KIM-Schulfach)			Sek I, Sek II
https://w3id.org/schulfach/NW_0000053	Wirtschaft	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Wirtschaftskunde (KIM-Schulfach)			Realschule
https://w3id.org/schulfach/NW_0000054	Wirtschaft und Arbeitswelt (Wirtschaft, Hauswirtschaft, Technik)	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Wirtschaftskunde (KIM-Schulfach)		FEHLT	Hauptschule
https://w3id.org/schulfach/NW_0000055	Wirtschaft-Politik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen		Politik (KIM-Schulfach),Wirtschaftskunde (KIM-Schulfach)		Gymnasium Sek I
https://w3id.org/schulfach/NW_0000056	WP Arbeitslehre	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Gesamtschule
https://w3id.org/schulfach/NW_0000057	WP Biologie	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Biologie (KIM-Schulfach)			Realschule
